QB,Roethlisberger Ben,44.78,7500,8
QB,Brady Tom,34.16,8600,8
QB,Luck Andrew,28.6,9900,8
QB,Rodgers Aaron,26.82,10000,8
QB,Orton Kyle,26.12,7200,8
QB,Brees Drew,25.04,9100,8
QB,Foles Nick,23.84,8200,8
QB,Manning Peyton,23.44,10200,8
QB,Cutler Jay,22.68,8300,8
QB,Rivers Philip,21.78,8900,8
QB,Palmer Carson,21.16,7400,8
QB,Dalton Andy,21.04,8000,8
QB,Stafford Matthew,20.9,8400,8
QB,McCoy Colt,18.56,6100,8
QB,Mettenberger Zach,16.86,5200,8
QB,Ryan Matt,16.72,8100,8
QB,Tannehill Ryan,15.64,8400,8
QB,Hoyer Brian,15.1,6000,8
QB,Carr Derek,14.82,6600,8
QB,Wilson Russell,14.46,8900,8
QB,Fitzpatrick Ryan,14.28,6300,8
QB,Bridgewater Teddy,13.94,5400,8
QB,Bortles Blake,13.64,6600,8
QB,Romo Tony,12.46,8200,8
QB,Glennon Mike,11.14,6800,8
QB,Davis Austin,9.5,7500,8
QB,Smith Alex,9.44,7200,8
QB,Vick Michael,8.02,6000,8
QB,Flacco Joe,7,7500,8
QB,Weeden Brandon,6.26,5000,8
QB,Newton Cam,6.24,8100,8
QB,Clausen Jimmy,0.88,5000,8
QB,Garoppolo Jimmy,0.78,5900,8
QB,McCown Luke,0,5000,8
QB,Daniel Chase,0,5000,8
QB,Schaub Matt,-1,5500,8
QB,Flynn Matt,-1.68,5000,8
QB,Smith Geno,-2.8,7000,8
RB,Foster Arian,37.3,9100,8
RB,Forte Matt,27.8,9500,8
RB,Charles Jamaal,25.7,8700,8
RB,Ingram Mark,24,6100,8
RB,Lacy Eddie,22.2,7900,8
RB,Murray DeMarco,22.1,9600,8
RB,Taliaferro Lorenzo,19.9,5000,8
RB,Bradshaw Ahmad,18.2,7000,8
RB,Riddick Theo,17.9,5300,8
RB,Bell Le'Veon,17.8,8400,8
RB,Davis Knile,16.9,6000,8
RB,Ivory Chris,16.3,6000,8
RB,Hillman Ronnie,15.3,7000,8
RB,Morris Alfred,15,6800,8
RB,Thompson Juwan,14.4,5800,8
RB,Ellington Andre,14,7400,8
RB,Robinson Denard,12.3,6400,8
RB,Forsett Justin,12,6700,8
RB,Jackson Steven,12,6100,8
RB,Bernard Giovani,11.7,8600,8
RB,Miller Lamar,11.4,7400,8
RB,McCoy LeSean,11.2,8000,8
RB,Stewart Jonathan,10.9,5100,8
RB,Tate Ben,9.9,7000,8
RB,Oliver Branden,9.8,7100,8
RB,Rainey Bobby,9.6,5900,8
RB,Powell Bilal,8.8,4600,8
RB,McKinnon Jerick,8.7,5800,8
RB,McFadden Darren,8.5,6100,8
RB,Sankey Bishop,8,5300,8
RB,Freeman Devonta,7.7,5100,8
RB,Hill Jeremy,7.3,5100,8
RB,Bell Joique,7.1,7300,8
RB,Lynch Marshawn,6.9,8500,8
RB,Blue Alfred,6.9,5100,8
RB,Cadet Travaris,6.7,5300,8
RB,Summers Frank,6.2,4500,8
RB,Vereen Shane,6,6800,8
RB,McCluster Dexter,6,4900,8
RB,Reece Marcel,5.9,4600,8
RB,Turbin Robert,5.7,4600,8
RB,Washington Leon,5.5,4600,8
RB,Helu Roy,5.3,5200,8
RB,Stacy Zac,5.2,7200,8
RB,Asiata Matt,4.7,5900,8
RB,Rodgers Jacquizz,4.5,4700,8
RB,Dixon Anthony,4.4,5900,8
RB,Thomas Daniel,4,5000,8
RB,Cunningham Benny,4,6000,8
RB,Mason Tre,3.8,6000,8
RB,Martin Doug,3.6,6600,8
RB,Carey Ka'Deem,3.3,4600,8
RB,Johnson Will,3.2,4500,8
RB,Johnson Chris,3,5900,8
RB,Thomas De'Anthony,2.9,5000,8
RB,Sherman Anthony,2.9,5000,8
RB,West Terrance,2.6,5100,8
RB,Juszczyk Kyle,2.6,4900,8
RB,Hughes Robert,2.3,4500,8
RB,Dunbar Lance,2.2,5000,8
RB,Blount LeGarrette,2.2,4800,8
RB,Todman Jordan,2,4600,8
RB,Polk Chris,1.9,4800,8
RB,Jones-Drew Maurice,1.9,5300,8
RB,Gerhart Toby,1.8,5200,8
RB,White James,1.7,4500,8
RB,Young Darrel,1.7,4900,8
RB,Brown Bryce,1.5,5500,8
RB,Brown Ronnie,1.5,4900,8
RB,Crowell Isaiah,1.4,5100,8
RB,Michael Christine,1.2,4500,8
RB,Herron Dan,1.2,4600,8
RB,Hewitt Ryan,1,4500,8
RB,Ogbonnaya Chris,0.9,5200,8
RB,Grimes Jonathan,0.7,4600,8
RB,Collins Jed,0.5,4600,8
RB,Redd Silas,0.5,5400,8
RB,DiMarco Patrick,0.5,4800,8
RB,Smith Antone,0.5,6200,8
RB,Starks James,0.5,6300,8
RB,Harris DuJuan,0.4,4500,8
RB,Randle Joseph,0.3,4800,8
RB,Winn George,0.2,4900,8
RB,Reaves Darrin,0.1,5300,8
RB,Greene Shonn,0.1,5000,8
RB,James Mike,0.1,5200,8
RB,Develin James,0,4500,8
RB,Kuhn John,0,4500,8
RB,Anderson C.J.,0,5200,8
RB,Williams Damien,0,4600,8
RB,Murray Latavius,0,4500,8
RB,Watts Trey,0,4600,8
RB,Ta'ufo'ou Will,0,4600,8
RB,Reynolds Chase,0,4500,8
RB,Perry Senorise,0,4500,8
RB,Taylor Stepfan,0,6000,8
RB,Bolden Brandon,0,4500,8
RB,Archer Dri,0,4500,8
RB,Conner John,0,4500,8
RB,Battle Jackie,0,4900,8
RB,Draughn Shaun,0,4500,8
RB,Banyard Joe,0,4600,8
RB,Peerman Cedric,0,4600,8
RB,Clutts Tyler,0,4500,8
RB,Gray Cyrus,0,4900,8
RB,Olawale Jamize,0,4600,8
RB,Prosch Jay,0,4500,8
RB,Lorig Erik,-0.7,4500,8
WR,Maclin Jeremy,36.7,8000,8
WR,Sanders Emmanuel,35.1,7800,8
WR,Brown Antonio,30.8,8700,8
WR,Fitzgerald Larry,25.5,6600,8
WR,Cooks Brandin,24.8,6400,8
WR,Tate Golden,24.6,7500,8
WR,Hilton T.Y.,24.5,7900,8
WR,LaFell Brandon,23.9,5300,8
WR,Watkins Sammy,23.2,7300,8
WR,Bryant Martavis,22.8,4800,8
WR,Cobb Randall,21.1,8400,8
WR,Moncrief Donte,20.8,5100,8
WR,Brown John,20.4,5500,8
WR,Hawkins Andrew,18.3,6000,8
WR,Allen Keenan,17.8,6400,8
WR,Sanu Mohamed,17.7,7000,8
WR,Robinson Allen,16.7,6000,8
WR,Jackson DeSean,16.6,7800,8
WR,Holmes Andre,15.4,5900,8
WR,Thomas Demaryius,14.5,9400,8
WR,Jeffery Alshon,14.4,7700,8
WR,Wheaton Markus,14.1,5000,8
WR,Patterson Cordarrelle,12.6,6000,8
WR,Woods Robert,12.5,6100,8
WR,Hopkins DeAndre,12,6900,8
WR,Benjamin Kelvin,11.4,6800,8
WR,Cooper Riley,11.3,5400,8
WR,Jennings Greg,11.3,5500,8
WR,Hunter Justin,11.1,5300,8
WR,Adams Davante,11,5400,8
WR,Bryant Dez,10.5,8800,8
WR,Williams Terrance,9.9,6800,8
WR,Evans Mike,9.8,5900,8
WR,Bowe Dwayne,9.4,6200,8
WR,Jones James,9.2,5500,8
WR,White Roddy,9.1,7200,8
WR,Baldwin Doug,9.1,6800,8
WR,Johnson Andre,9,7000,8
WR,Washington Nate,8.8,5000,8
WR,Jones Julio,7.8,8400,8
WR,Floyd Malcom,7.8,5700,8
WR,Matthews Jordan,7.7,6000,8
WR,Stills Kenny,7.7,5400,8
WR,Decker Eric,7.5,6300,8
WR,Gabriel Taylor,7,5000,8
WR,Colston Marques,6.9,6700,8
WR,Wallace Mike,6.9,7500,8
WR,Matthews Rishard,6.8,4500,8
WR,Wright Kendall,6.8,6800,8
WR,Garcon Pierre,6.7,7300,8
WR,Harvin Percy,6.5,6500,8
WR,Hurns Allen,6.4,5000,8
WR,Britt Kenny,6.2,5300,8
WR,Thompkins Kenbrell,6.1,4500,8
WR,Fuller Corey,5.8,5200,8
WR,Little Greg,5.7,4600,8
WR,Douglas Harry,5.7,5000,8
WR,Shorts Cecil,5.6,6200,8
WR,Campanaro Michael,5.5,4900,8
WR,Smith Steve,5,7500,8
WR,Marshall Brandon,5,7400,8
WR,Cotchery Jerricho,4.8,5100,8
WR,Ross Jeremy,4.6,4600,8
WR,Royal Eddie,4.4,6100,8
WR,Austin Miles,4.4,5000,8
WR,Johnson Damaris,4.3,5300,8
WR,Bailey Stedman,4.3,4800,8
WR,Moore Lance,4.3,5100,8
WR,Landry Jarvis,4.2,5300,8
WR,Tate Brandon,4,5700,8
WR,Nelson Jordy,4,8800,8
WR,Kerley Jeremy,3.5,4700,8
WR,Whalen Griff,3.3,4500,8
WR,Lockette Ricardo,3.2,4900,8
WR,Nicks Hakeem,3.2,5300,8
WR,Richardson Paul,3,4900,8
WR,Austin Tavon,2.9,5100,8
WR,Johnson Charles,2.8,4600,8
WR,Kearse Jermaine,2.5,4900,8
WR,Aiken Kamar,2.5,4800,8
WR,Hartline Brian,2.4,5000,8
WR,Norwood Kevin,2.3,4500,8
WR,Wright Jarius,2.3,5000,8
WR,Murphy Louis,2.1,6500,8
WR,Hogan Chris,1.9,5100,8
WR,Edelman Julian,1.9,7100,8
WR,Jackson Vincent,1.8,7300,8
WR,Givens Chris,1.7,4600,8
WR,Beasley Cole,1.6,4500,8
WR,Roberts Andre,1.6,4900,8
WR,Quick Brian,1.5,6000,8
WR,Amendola Danny,1.5,5100,8
WR,Welker Wes,1.5,6800,8
WR,Butler Brice,1.4,5200,8
WR,Lee Marqise,1.4,5000,8
WR,Hammond Frankie,1.4,4500,8
WR,Gibson Brandon,1.2,4500,8
WR,Owusu Chris,1.2,5100,8
WR,Maehl Jeff,1.1,4500,8
WR,Hagan Derek,1.1,5300,8
WR,Moore Denarius,1,4900,8
WR,Broyles Ryan,0.9,4500,8
WR,Brown Marlon,0.7,4500,8
WR,Heyward-Bey Darrius,0.1,4500,8
WR,Avant Jason,0.1,5000,8
WR,Ginn Jr. Ted,0,4800,8
WR,Wright James,0,4500,8
WR,Moore Marlon,0,4500,8
WR,Floyd Michael,0,6500,8
WR,Boykin Jarrett,0,4700,8
WR,Wilson Albert,0,4900,8
WR,Williams Mike,0,4500,8
WR,Weems Eric,0,4500,8
WR,Graham T.J.,0,4500,8
