QB,Wilson Russell,37.12,8500,7
QB,Manning Peyton,28.62,10000,7
QB,Rodgers Aaron,24.3,9700,7
QB,Tannehill Ryan,23.88,7900,7
QB,Manning Eli,23.02,7400,7
QB,Romo Tony,22.66,8000,7
QB,Brady Tom,22.44,8300,7
QB,Brees Drew,21.98,9100,7
QB,Luck Andrew,20.26,10000,7
QB,Fitzpatrick Ryan,19.08,6300,7
QB,Stafford Matthew,18.06,8300,7
QB,Palmer Carson,17.12,7300,7
QB,Roethlisberger Ben,16.9,7500,7
QB,Smith Geno,16.74,6900,7
QB,Flacco Joe,16.72,7700,7
QB,Orton Kyle,16.22,7000,7
QB,Smith Alex,15.74,7100,7
QB,Kaepernick Colin,15.32,7800,7
QB,Newton Cam,15.3,8400,7
QB,Rivers Philip,15.2,9300,7
QB,Whitehurst Charlie,14.4,6600,7
QB,Davis Austin,13.88,7900,7
QB,Ryan Matt,11.82,8500,7
QB,Bortles Blake,11.06,7000,7
QB,McCoy Colt,9.42,5000,7
QB,Bridgewater Teddy,8.98,5700,7
QB,Cutler Jay,8.9,8700,7
QB,Carr Derek,7.12,6800,7
QB,Gabbert Blaine,6.02,5000,7
QB,Anderson Derek,5.72,5800,7
QB,Hoyer Brian,5.5,6400,7
QB,Dalton Andy,5.04,8300,7
QB,Cousins Kirk,2.56,7200,7
QB,Vick Michael,0.6,6800,7
QB,Schaub Matt,0,5500,7
QB,Osweiler Brock,0,5000,7
QB,McCown Luke,0,5000,7
QB,Weeden Brandon,0,5000,7
QB,Flynn Matt,-0.3,5000,7
RB,Forte Matt,25.9,9300,7
RB,Vereen Shane,25.9,5900,7
RB,Bell Le'Veon,24.5,8400,7
RB,Hillman Ronnie,24.3,6300,7
RB,Ivory Chris,20.5,5400,7
RB,Bradshaw Ahmad,20.3,6600,7
RB,Murray DeMarco,19.7,9400,7
RB,Ellington Andre,19,7100,7
RB,Taylor Stepfan,18.9,4900,7
RB,Robinson Denard,18.7,5200,7
RB,Charles Jamaal,17.7,8500,7
RB,Foster Arian,17.5,9100,7
RB,Miller Lamar,15.3,7200,7
RB,Lacy Eddie,14.8,7700,7
RB,Mason Tre,14.5,5500,7
RB,Richardson Trent,13.8,5900,7
RB,Bell Joique,13.7,7200,7
RB,McFadden Darren,13.5,5500,7
RB,Cunningham Benny,13.4,5600,7
RB,McKinnon Jerick,11.1,5900,7
RB,Starks James,10.8,6200,7
RB,Forsett Justin,9.5,6200,7
RB,Blue Alfred,9,5100,7
RB,Johnson Chris,9,5900,7
RB,Oliver Branden,8.8,7400,7
RB,Sherman Anthony,8.2,4500,7
RB,Cadet Travaris,8.1,5200,7
RB,Lynch Marshawn,8.1,8800,7
RB,Dixon Anthony,8.1,4600,7
RB,Pierce Bernard,8.1,5300,7
RB,Johnson Storm,7.6,5400,7
RB,Stewart Jonathan,6.7,5100,7
RB,Freeman Devonta,6.2,5200,7
RB,Spiller C.J.,6.1,6700,7
RB,Bush Reggie,5.7,6900,7
RB,Sankey Bishop,5.6,5500,7
RB,Morris Alfred,5.4,7200,7
RB,Williams Andre,5.1,6300,7
RB,Thomas Pierre,5,6900,7
RB,Turbin Robert,4.6,4500,7
RB,Jackson Fred,4.3,6900,7
RB,Asiata Matt,4.2,6100,7
RB,Davis Knile,4.1,6200,7
RB,Tate Ben,3.9,7300,7
RB,Hillis Peyton,3.8,4600,7
RB,Herron Dan,3.7,4500,7
RB,Thomas De'Anthony,3.6,5000,7
RB,Helu Roy,3.5,5300,7
RB,Hyde Carlos,3.3,5800,7
RB,Todman Jordan,3.1,4600,7
RB,Jackson Steven,3,6400,7
RB,Thompson Juwan,3,5800,7
RB,Young Darrel,2.9,5000,7
RB,Crowell Isaiah,2.8,5300,7
RB,Bernard Giovani,2.6,8900,7
RB,Battle Jackie,2.6,5000,7
RB,Randle Joseph,2.6,4800,7
RB,Powell Bilal,2.4,4500,7
RB,Blount LeGarrette,2.2,4800,7
RB,Williams Damien,2.1,4500,7
RB,Gore Frank,2,7200,7
RB,Smith Antone,1.9,6500,7
RB,Rodgers Jacquizz,1.7,4700,7
RB,Ogbonnaya Chris,1.7,5500,7
RB,Dunbar Lance,1.6,5100,7
RB,Hill Jeremy,1.5,5200,7
RB,Washington Leon,1.4,4600,7
RB,West Terrance,1.3,5400,7
RB,Olawale Jamize,1.2,4500,7
RB,Brown Ronnie,1.1,5000,7
RB,Peerman Cedric,1,4500,7
RB,Anderson C.J.,0.9,5200,7
RB,Bolden Brandon,0.9,4500,7
RB,Juszczyk Kyle,0.9,5200,7
RB,Agnew Ray,0.8,4500,7
RB,Summers Frank,0.7,4500,7
RB,Archer Dri,0.7,4500,7
RB,Jones-Drew Maurice,0.6,5800,7
RB,Robinson Khiry,0.6,5600,7
RB,Michael Christine,0.5,4600,7
RB,Kuhn John,0.4,4500,7
RB,Taliaferro Lorenzo,0.3,5400,7
RB,Miller Bruce,0.2,4500,7
RB,Develin James,0,4500,7
RB,Carey Ka'Deem,0,4600,7
RB,Collins Jed,0,4600,7
RB,Johnson Will,0,4500,7
