position, player, projection, salary,week
QB,Brees Drew,29.3,9000,12
QB,Manning Peyton,28.08,9900,12
QB,Tannehill Ryan,27.62,8100,12
QB,Romo Tony,24.8,8700,12
QB,Manning Eli,24.52,7200,12
QB,Brady Tom,20.96,9600,12
QB,Bridgewater Teddy,20.6,6500,12
QB,Mettenberger Zach,20.6,6500,12
QB,Rodgers Aaron,19.76,10200,12
QB,Wilson Russell,19.74,8500,12
QB,Orton Kyle,18.2,7500,12
QB,Smith Alex,17.86,7000,12
QB,Ryan Matt,16.52,7600,12
QB,Luck Andrew,15.02,10300,12
QB,McCown Josh,14.84,7500,12
QB,Sanchez Mark,14.68,7500,12
QB,Kaepernick Colin,14.64,7300,12
QB,Rivers Philip,14.54,8200,12
QB,Flacco Joe,13.92,7800,12
QB,Dalton Andy,12.92,8200,12
QB,Stafford Matthew,11.36,8300,12
QB,Carr Derek,11.16,6400,12
QB,Hoyer Brian,11.08,7000,12
QB,Hill Shaun,7.92,6300,12
QB,Stanton Drew,7.26,6600,12
QB,Bortles Blake,7.24,6300,12
QB,Cutler Jay,7.2,8800,12
QB,Mallett Ryan,6.76,6900,12
QB,Smith Geno,3.96,5000,12
QB,Griffin III Robert,3.34,7200,12
QB,Vick Michael,2.44,7400,12
QB,Manuel E.J.,0,5000,12
QB,Schaub Matt,0,5000,12
QB,McCown Luke,0,5000,12
RB,Forsett Justin,32,7700,12
RB,Anderson C.J.,27.5,7200,12
RB,Lacy Eddie,26.8,8600,12
RB,Forte Matt,25.7,9300,12
RB,Murray Latavius,23.2,5100,12
RB,Crowell Isaiah,20.8,5500,12
RB,Charles Jamaal,20.2,9100,12
RB,McCoy LeSean,19.6,7700,12
RB,Morris Alfred,19.5,7600,12
RB,Mathews Ryan,18.3,6400,12
RB,Hill Jeremy,16.1,7400,12
RB,Jennings Rashad,16,6600,12
RB,Murray DeMarco,15.3,9000,12
RB,Dixon Anthony,12.7,5300,12
RB,Jackson Steven,12.1,6400,12
RB,Jackson Fred,12,6500,12
RB,Sproles Darren,11.4,6000,12
RB,Williams Andre,11.2,6300,12
RB,Richardson Trent,10.2,5700,12
RB,Rodgers Jacquizz,10.2,4600,12
RB,Herron Dan,10.1,4500,12
RB,Vereen Shane,10,6500,12
RB,Thomas Daniel,9.9,4800,12
RB,Lynch Marshawn,9.7,8800,12
RB,Mason Tre,9.3,5600,12
RB,McCluster Dexter,9.2,4800,12
RB,Ellington Andre,8.8,8000,12
RB,Thomas Pierre,8.6,6200,12
RB,Blue Alfred,8.1,7200,12
RB,McKinnon Jerick,7.8,5600,12
RB,Bernard Giovani,7.7,8400,12
RB,Johnson Chris,7.7,5600,12
RB,West Terrance,7.6,6100,12
RB,Greene Shonn,7.5,4700,12
RB,Robinson Denard,7.2,7500,12
RB,Miller Lamar,7.2,7100,12
RB,Riddick Theo,6.7,5900,12
RB,Gerhart Toby,6.5,4800,12
RB,Grimes Jonathan,6.3,4600,12
RB,Oliver Branden,6,6000,12
RB,Banyard Joe,6,4500,12
RB,Hyde Carlos,5.6,5300,12
RB,Miller Bruce,5.5,4600,12
RB,Ivory Chris,5.3,5900,12
RB,Ingram Mark,5.2,7900,12
RB,Bell Joique,5.1,6700,12
RB,Reece Marcel,5,4600,12
RB,McFadden Darren,4.4,5800,12
RB,Sims Charles,4.3,4900,12
RB,Sankey Bishop,4.1,5800,12
RB,Rainey Bobby,4.1,6000,12
RB,Cunningham Benny,3.9,5300,12
RB,Pierce Bernard,3.9,5300,12
RB,Brown Donald,3.7,5500,12
RB,Martin Doug,3.6,5500,12
RB,Thomas De'Anthony,3.4,4800,12
RB,Thompson Juwan,3.3,5900,12
RB,Dunbar Lance,3.1,4900,12
RB,Polk Chris,2.5,5400,12
RB,Turbin Robert,2.5,4600,12
RB,Todman Jordan,2.4,4700,12
RB,Cadet Travaris,2.1,5000,12
RB,Brown Bryce,2,5900,12
RB,Helu Roy,1.9,5700,12
RB,Gore Frank,1.6,6900,12
RB,Juszczyk Kyle,1.6,4600,12
RB,Kuhn John,1.4,4500,12
RB,Taylor Stepfan,1.4,5400,12
RB,Conner John,1.3,4500,12
RB,Freeman Devonta,0.7,4900,12
RB,Sherman Anthony,0.5,4500,12
RB,Williams Damien,0.4,4900,12
RB,Hynoski Henry,0.4,4500,12
RB,Carey Ka'Deem,0.3,4500,12
RB,Hughes Robert,0.3,4700,12
RB,Lane Jorvorskie,0.2,4500,12
RB,Davis Knile,0.2,6400,12
RB,Washington Leon,0,4900,12
RB,Develin James,0,4500,12
RB,Smith Alfonso,0,4500,12
RB,Grice Marion,0,4900,12
RB,Collins Jed,0,4600,12
RB,Agnew Ray,0,4500,12
RB,Darkwa Orleans,0,4500,12
RB,Young Darrel,0,4800,12
RB,Redd Silas,0,5200,12
RB,Watts Trey,0,4500,12
RB,Ta'ufo'ou Will,0,4500,12
RB,Reynolds Chase,0,4500,12
RB,Lorig Erik,0,4600,12
RB,Perry Senorise,0,4500,12
RB,Stacy Zac,0,5000,12
RB,Bolden Brandon,0,4500,12
RB,Harris DuJuan,0,4500,12
RB,Winn George,0,4500,12
RB,Felton Jerome,0,4500,12
RB,Battle Jackie,0,4700,12
RB,Hewitt Ryan,0,4500,12
RB,Randle Joseph,0,5500,12
RB,DiMarco Patrick,0,4600,12
RB,Peerman Cedric,0,4700,12
RB,Taliaferro Lorenzo,0,5900,12
RB,Clutts Tyler,0,4500,12
RB,Winston Glenn,0,4500,12
RB,Olawale Jamize,0,4500,12
RB,Prosch Jay,0,4500,12
RB,Jones-Drew Maurice,-0.1,4700,12
RB,Starks James,-0.4,5900,12
WR,Thomas Demaryius,31.7,9000,12
WR,Beckham Jr. Odell,31.4,7500,12
WR,Boldin Anquan,24.2,6800,12
WR,Bryant Dez,24.1,8900,12
WR,Woods Robert,22.3,6000,12
WR,Hilton T.Y.,21.7,8500,12
WR,Landry Jarvis,20.5,6000,12
WR,Sanders Emmanuel,19.3,8600,12
WR,Bailey Stedman,18.4,4700,12
WR,Green A.J.,18.1,8600,12
WR,Smith Steve,16.9,6400,12
WR,Colston Marques,16.2,6000,12
WR,Gordon Josh,16,7800,12
WR,Allen Keenan,15.4,6500,12
WR,Jones Julio,15.3,8000,12
WR,Johnson Charles,14.7,5200,12
WR,Edelman Julian,14.4,7000,12
WR,Hunter Justin,14.4,5300,12
WR,Murphy Louis,14.3,5800,12
WR,LaFell Brandon,14.3,6900,12
WR,White Roddy,14.1,7300,12
WR,Beasley Cole,13.6,4500,12
WR,Stills Kenny,13.6,5900,12
WR,Morgan Joseph,13.4,4500,12
WR,Sanu Mohamed,13.4,6800,12
WR,Jones James,13.2,5400,12
WR,Tate Golden,13,8100,12
WR,Smith Torrey,12.3,6500,12
WR,Evans Mike,12.2,8400,12
WR,Jackson Vincent,12.2,6500,12
WR,Hawkins Andrew,11.8,6200,12
WR,Jennings Greg,11.8,5500,12
WR,Wallace Mike,11.5,6900,12
WR,Austin Tavon,11.3,4900,12
WR,Nelson Jordy,10.8,9000,12
WR,Matthews Jordan,10.7,7700,12
WR,Welker Wes,9.8,5800,12
WR,Jeffery Alshon,9.7,8200,12
WR,Austin Miles,9.4,5000,12
WR,Kerley Jeremy,9.1,4500,12
WR,Maclin Jeremy,8.9,8700,12
WR,Decker Eric,8.3,6100,12
WR,Crabtree Michael,8.3,6800,12
WR,Washington Nate,8.3,5000,12
WR,Royal Eddie,8,5500,12
WR,Holmes Andre,8,6100,12
WR,Cobb Randall,7.8,8800,12
WR,Johnson Calvin,7.8,8800,12
WR,Brown John,7.6,6700,12
WR,Hester Devin,7,5000,12
WR,Lee Marqise,6.7,4700,12
WR,Gibson Brandon,6.7,5100,12
WR,Cooper Riley,6.4,5200,12
WR,Hopkins DeAndre,6.4,7400,12
WR,Moncrief Donte,6.2,5700,12
WR,Huff Josh,6,4800,12
WR,Bowe Dwayne,5.7,6000,12
WR,Toon Nick,5.7,4500,12
WR,Lockette Ricardo,5.3,4600,12
WR,Johnson Andre,5.1,6400,12
WR,Randle Rueben,5.1,6700,12
WR,Watkins Sammy,5,7500,12
WR,Ross Jeremy,5,4500,12
WR,Floyd Malcom,5,5600,12
WR,Jackson DeSean,4.9,7900,12
WR,Hartline Brian,4.9,5200,12
WR,Garcon Pierre,4.9,6300,12
WR,Britt Kenny,4.7,6400,12
WR,Marshall Brandon,4.7,8300,12
WR,Brown Vincent,4,4500,12
WR,Brown Jaron,3.9,4800,12
WR,Wilson Albert,3.7,4800,12
WR,Johnson Damaris,3.6,5100,12
WR,Matthews Rishard,3.4,5200,12
WR,Wright Kendall,3.3,6400,12
WR,Butler Brice,3.1,5000,12
WR,Patterson Cordarrelle,2.8,5800,12
WR,Wayne Reggie,2.5,6900,12
WR,Kearse Jermaine,2.4,5200,12
WR,Douglas Harry,2.4,5100,12
WR,Williams Terrance,2.3,5800,12
WR,Parker Preston,2.1,5500,12
WR,Nicks Hakeem,2.1,4800,12
WR,Brown Marlon,1.9,4500,12
WR,Gabriel Taylor,1.8,6100,12
WR,Hurns Allen,1.8,5900,12
WR,Fuller Corey,1.8,5100,12
WR,Baldwin Doug,1.6,6300,12
WR,Hogan Chris,1.5,5400,12
WR,Norwood Kevin,1.5,4500,12
WR,Adams Davante,1.5,5300,12
WR,Wilson Marquess,1.5,4500,12
WR,Ajirotutu Seyi,1.3,4500,12
WR,Roberts Andre,1.2,4800,12
WR,Hammond Frankie,1.2,4500,12
WR,Shorts Cecil,1.1,6300,12
WR,Hemingway Junior,0.9,4700,12
WR,Harvin Percy,0.7,6400,12
WR,Jones Jacoby,0.3,4500,12
WR,Ginn Jr. Ted,0,4700,12
WR,Wright James,0,4500,12
WR,Floyd Michael,0,6800,12
WR,Boykin Jarrett,0,4600,12
WR,Lloyd Brandon,0,5200,12
WR,Williams Mike,0,4500,12
WR,Wright Jarius,0,4800,12
WR,Hagan Derek,0,4800,12
WR,Weems Eric,0,4500,12
WR,Graham T.J.,0,5100,12
WR,Morgan Josh,0,4800,12
WR,Givens Chris,0,4500,12
WR,Tate Brandon,0,5200,12
WR,Aiken Kamar,0,4500,12
WR,Latimer Cody,0,4500,12
WR,Amendola Danny,0,4800,12
WR,Smith Brad,0,4500,12
WR,Martin Keshawn,0,4500,12
WR,Caldwell Andre,0,5600,12
WR,Hakim Saalim,0,4500,12
WR,Grant Ryan,0,4500,12
WR,Benjamin Travis,0,5400,12
WR,Walters Bryan,0,4500,12
WR,Moss Santana,0,4500,12
WR,Sanders Ace,0,4500,12
WR,Richardson Paul,0,4900,12
WR,Tyms Brian,0,4500,12
WR,Osgood Kassim,0,4500,12
WR,Street Devin,0,4500,12
WR,Thielen Adam,0,4700,12
WR,Thigpen Marcus,0,4500,12
WR,Washington Corey,0,4500,12
WR,Johnson Steve,0,5400,12
WR,Salas Greg,0,4500,12
WR,Thompkins Kenbrell,0,4900,12
WR,Shepard Russell,0,4500,12
WR,Harris Dwayne,0,4500,12
WR,Burse Isaiah,-2,4500,12
WR,Moore Denarius,-2,4500,12
TE,Graham Jimmy,19.7,7500,12
TE,Wright Tim,18.1,5200,12
TE,Walker Delanie,18,5500,12
TE,Witten Jason,11,5700,12
TE,Gronkowski Rob,10.3,7900,12
TE,Chandler Scott,10.3,5000,12
TE,Fasano Anthony,10,5100,12
TE,Helfet Cooper,9.7,4900,12
TE,Kelce Travis,8.7,5400,12
TE,Casey James,7.9,4500,12
TE,Celek Brent,7.3,4500,12
TE,Rodgers Richard,6.6,4600,12
TE,Robinson Adrien,6.6,4500,12
TE,Rudolph Kyle,6.5,5100,12
TE,Graham Garrett,6.1,5100,12
TE,Quarless Andrew,6,4900,12
TE,Bennett Martellus,5.7,6200,12
TE,Moeaki Tony,5.4,4800,12
TE,Gresham Jermaine,5.3,5500,12
TE,Sims Dion,5.1,4600,12
TE,Fells Daniel,5,4800,12
TE,Ertz Zach,5,5000,12
TE,Green Ladarius,4.4,4700,12
TE,Cook Jared,4.2,5200,12
TE,Carlson John,4,4900,12
TE,Fleener Coby,3.8,5400,12
TE,Davis Vernon,3.6,5000,12
TE,Donnell Larry,3.4,5500,12
TE,Ebron Eric,3.3,4900,12
TE,Barnidge Gary,3.3,4600,12
TE,Hill Josh,3.2,4800,12
TE,Hanna James,3.2,4500,12
TE,Toilolo Levine,2.7,4800,12
TE,Seferian-Jenkins Austin,2.6,5100,12
TE,Willson Luke,2.6,5000,12
TE,Gates Antonio,2.4,6300,12
TE,Ellison Rhett,2.1,4900,12
TE,Kendricks Lance,2.1,4700,12
TE,Gragg Chris,2.1,4700,12
TE,Doyle Jack,1.8,4500,12
TE,Ford Chase,1.8,5000,12
TE,Daniels Owen,1.7,5400,12
TE,Smith Lee,1.7,4700,12
TE,Paul Niles,1.6,4800,12
TE,Myers Brandon,1.4,4600,12
TE,Rivera Mychal,1.3,5600,12
TE,Rosario Dante,1.1,4500,12
TE,Stocker Luke,1.1,4500,12
TE,Cumberland Jeff,1,4800,12
TE,Watson Ben,0.9,4700,12
TE,Paulsen Logan,0.6,4500,12
TE,Tamme Jacob,0.4,5300,12
TE,Burton Trey,0,4500,12
TE,Bayer Alex,0,4500,12
TE,Hoskins Gator,0,4500,12
TE,Fells Darren,0,4500,12
TE,Pascoe Bear,0,4600,12
TE,Taylor Ryan,0,4500,12
TE,Brock Kevin,0,4500,12
TE,Supernaw Phillip,0,4500,12
TE,Jacobs Nic,0,4500,12
TE,Carrier Derek,0,4500,12
TE,Phillips John,0,4700,12
TE,Escobar Gavin,0,4900,12
TE,Fauria Joseph,0,4500,12
TE,Pettigrew Brandon,0,4700,12
TE,Green Virgil,0,4500,12
TE,Amaro Jace,0,5000,12
TE,Gillmore Crockett,0,4800,12
TE,Griffin Ryan,0,4500,12
TE,Sudfeld Zach,0,4500,12
TE,Hoomanawanui Michael,0,4500,12
TE,Housler Rob,0,4800,12
TE,Leonhardt Brian,0,4500,12
TE,Harkey Cory,0,4500,12
TE,Dray Jim,0,5000,12
TE,Johnson David,0,4500,12
TE,Harbor Clay,0,5000,12
TE,Coffman Chase,0,4500,12
TE,Fiedorowicz C.J.,0,4500,12
K,Parkey Cody,21,5000,12
K,Hauschka Steven,16,5200,12
K,Cundiff Billy,14,4500,12
K,Vinatieri Adam,12,5400,12
K,Tucker Justin,12,5100,12
K,Gostkowski Stephen,11,5300,12
K,Prater Matt,11,5000,12
K,Novak Nick,10,4700,12
K,Carpenter Dan,10,5100,12
K,Walsh Blair,9,4700,12
K,Graham Shayne,9,4700,12
K,Nugent Mike,9,5100,12
K,Forbath Kai,8,4500,12
K,Bryant Matt,8,5000,12
K,Santos Cairo,8,4700,12
K,Bailey Dan,7,5100,12
K,McManus Brandon,7,4500,12
K,Murray Patrick,7,4900,12
K,Crosby Mason,7,4900,12
K,Bullock Randy,7,5000,12
K,Janikowski Sebastian,7,4800,12
K,Dawson Phil,6,5100,12
K,Succop Ryan,6,4500,12
K,Zuerlein Greg,6,4900,12
K,Brown Josh,4,4700,12
K,Sturgis Caleb,4,5100,12
K,Catanzaro Chandler,3,4700,12
K,Folk Nick,3,4900,12
K,Gould Robbie,3,4600,12
K,Scobee Josh,3,4500,12
DEF,Buffalo Defense,18,5200,12
DEF,Philadelphia Defense,17,5100,12
DEF,Chicago Defense,17,4900,12
DEF,St. Louis Defense,16,4800,12
DEF,San Diego Defense,16,5100,12
DEF,Indianapolis Defense,15,5600,12
DEF,Seattle Defense,14,5000,12
DEF,Cincinnati Defense,12,4900,12
DEF,Baltimore Defense,12,5200,12
DEF,Jacksonville Defense,11,4500,12
DEF,San Francisco Defense,11,5300,12
