position, player, projection, salary, week
QB,Smith Geno,26.12,6600,17
QB,Rodgers Aaron,24.44,9800,17
QB,Kaepernick Colin,22.46,7000,17
QB,Stafford Matthew,21.58,7800,17
QB,Griffin III Robert,21.34,6600,17
QB,Sanchez Mark,20.88,7400,17
QB,Flacco Joe,20.58,8000,17
QB,Manning Eli,20.16,8200,17
QB,Newton Cam,19.66,8300,17
QB,Romo Tony,18.96,8900,17
QB,Roethlisberger Ben,17.98,8100,17
QB,Lindley Ryan,17.64,6100,17
QB,Keenum Case,16.6,6000,17
QB,Dalton Andy,16.56,7900,17
QB,Luck Andrew,14.9,9700,17
QB,Bridgewater Teddy,13.16,7500,17
QB,Brees Drew,12.64,8900,17
QB,Tannehill Ryan,12.36,8300,17
QB,Cutler Jay,10.78,7500,17
QB,Bortles Blake,10.78,6300,17
QB,Hasselbeck Matt,9.4,6000,17
QB,Wilson Russell,9.26,8600,17
QB,Ryan Matt,9,8800,17
QB,Whitehurst Charlie,8.78,6700,17
QB,Orton Kyle,8.74,7400,17
QB,Manning Peyton,8.42,9600,17
QB,McCown Josh,8.2,6600,17
QB,Carr Derek,7.92,6800,17
QB,Daniel Chase,7.88,5000,17
QB,Rivers Philip,7.84,8400,17
QB,Hill Shaun,7.72,6900,17
QB,Osweiler Brock,5.46,6000,17
QB,Garoppolo Jimmy,5.2,5000,17
QB,Brady Tom,4.1,9500,17
QB,Flynn Matt,0.24,5000,17
QB,Schaub Matt,0,5000,17
QB,McCown Luke,0,5000,17
QB,Webb Joe,0,5000,17
QB,Vick Michael,0,6000,17
QB,Weeden Brandon,0,6000,17
RB,Anderson C.J.,29.7,8300,17
RB,Miller Lamar,23.8,6700,17
RB,Murray DeMarco,19.6,9000,17
RB,Todman Jordan,18.3,5000,17
RB,West Terrance,17.6,4900,17
RB,Blue Alfred,16.6,4500,17
RB,Bernard Giovani,15.9,6800,17
RB,Gore Frank,15.9,5900,17
RB,Lynch Marshawn,15.1,8600,17
RB,Forsett Justin,14.6,6900,17
RB,Oliver Branden,14.5,5300,17
RB,Sims Charles,14,4900,17
RB,Williams Andre,13.7,6800,17
RB,Randle Joseph,13.7,4500,17
RB,Ingram Mark,13.1,7300,17
RB,Bell Le'Veon,13,9400,17
RB,Lacy Eddie,12.1,8700,17
RB,Hill Jeremy,12,7300,17
RB,Riddick Theo,11.9,4500,17
RB,McCoy LeSean,11.9,8300,17
RB,Asiata Matt,11.8,6400,17
RB,Murray Latavius,11.7,6200,17
RB,Forte Matt,11.4,8800,17
RB,Martin Doug,10.8,5200,17
RB,Robinson Khiry,10.7,4500,17
RB,Helu Roy,10.3,5000,17
RB,Ivory Chris,10.2,5000,17
RB,Dixon Anthony,10,4500,17
RB,Foster Arian,9.8,8600,17
RB,Polk Chris,9.8,5000,17
RB,Greene Shonn,9.4,4500,17
RB,Miller Bruce,9.2,4500,17
RB,Cunningham Benny,8.2,4500,17
RB,Herron Dan,8.1,5600,17
RB,Stewart Jonathan,7.9,6600,17
RB,Rodgers Jacquizz,7.8,4500,17
RB,Grimes Jonathan,7.8,4500,17
RB,Mason Tre,7.2,6800,17
RB,Charles Jamaal,7.2,8500,17
RB,Morris Alfred,7.2,6700,17
RB,Turbin Robert,7.1,4500,17
RB,Jennings Rashad,6.9,6500,17
RB,Thomas Daniel,6.7,4500,17
RB,Williams Kerwynn,6.7,5400,17
RB,Jackson Fred,6.7,6900,17
RB,Olawale Jamize,6.6,4600,17
RB,Hillman Ronnie,6.3,5400,17
RB,Blount LeGarrette,6.2,5900,17
RB,Thomas De'Anthony,6.1,5300,17
RB,Bell Joique,6,7200,17
RB,Reece Marcel,5.6,5100,17
RB,Bush Reggie,5.6,5700,17
RB,Brown Donald,5.2,4500,17
RB,Hewitt Ryan,4.6,4700,17
RB,Sproles Darren,4.3,5300,17
RB,Whittaker Fozzy,4.1,4500,17
RB,Banyard Joe,3.6,4600,17
RB,Stacy Zac,3.5,4500,17
RB,Williams Damien,3.2,5100,17
RB,Vereen Shane,3,5100,17
RB,McFadden Darren,2.9,4800,17
RB,Archer Dri,2.8,4500,17
RB,Crowell Isaiah,2.7,5500,17
RB,Taylor Stepfan,2.6,5300,17
RB,Freeman Devonta,2.6,5100,17
RB,Starks James,2.6,5200,17
RB,Richardson Trent,2.5,4800,17
RB,Spiller C.J.,2.4,5200,17
RB,Davis Knile,2.3,5100,17
RB,Johnson Chris,2.2,5100,17
RB,Andrews Antonio,2.1,4500,17
RB,Hughes Robert,2,4600,17
RB,Cadet Travaris,1.9,4600,17
RB,White James,1.8,4500,17
RB,Grice Marion,1.7,4800,17
RB,Johnson Will,1.6,4500,17
RB,Bolden Brandon,1.5,4500,17
RB,Collins Jed,1.4,4500,17
RB,Young Darrel,1.4,5100,17
RB,Tolbert Mike,1.2,4500,17
RB,Gerhart Toby,0.8,5100,17
RB,Pierce Bernard,0.8,5000,17
RB,Harris Josh,0.7,4500,17
RB,Smith Alfonso,0.6,4500,17
RB,Kuhn John,0.6,4500,17
RB,Stewart Jeremy,0.5,4500,17
RB,Dunbar Lance,0.4,4500,17
RB,Conner John,0.3,4500,17
RB,Felton Jerome,0.3,4500,17
RB,Michael Christine,0.2,4500,17
RB,Washington Leon,0.2,5100,17
RB,Develin James,0,4500,17
RB,Powell Bilal,0,4600,17
RB,Burkhead Rex,0,4900,17
RB,Darkwa Orleans,0,4800,17
RB,Redd Silas,0,4500,17
RB,Johnson Storm,0,4500,17
RB,Watts Trey,0,4500,17
RB,Ta'ufo'ou Will,0,4500,17
RB,Reynolds Chase,0,4500,17
RB,Lorig Erik,0,4500,17
RB,Perry Senorise,0,4500,17
RB,West Charcandrick,0,4500,17
RB,Sherman Anthony,0,4500,17
RB,Rainey Bobby,0,4500,17
RB,Winn George,0,4500,17
RB,Battle Jackie,0,4500,17
RB,Ogbonnaya Chris,0,4500,17
RB,Atkinson George,0,4500,17
RB,Draughn Shaun,0,4500,17
RB,Hynoski Henry,0,4500,17
RB,Brown Ronnie,0,4600,17
RB,DiMarco Patrick,0,4500,17
RB,Peerman Cedric,0,4500,17
RB,Clutts Tyler,0,4500,17
RB,Juszczyk Kyle,0,4500,17
RB,Prosch Jay,0,4500,17
RB,Sankey Bishop,-0.2,5000,17
WR,Decker Eric,33.1,5900,17
WR,Floyd Michael,31.3,6100,17
WR,Beckham Jr. Odell,30.5,9200,17
WR,Brown Antonio,28.3,8900,17
WR,Johnson Andre,24.4,6300,17
WR,Bryant Dez,23.9,8900,17
WR,Cobb Randall,20.6,8500,17
WR,Matthews Jordan,20.5,6700,17
WR,Randle Rueben,18.8,5900,17
WR,Johnson Calvin,17.9,8900,17
WR,Smith Torrey,16.3,6700,17
WR,Jackson DeSean,15.6,7000,17
WR,Thomas Demaryius,15.5,9000,17
WR,Boldin Anquan,15.1,6600,17
WR,Thielen Adam,14.3,4500,17
WR,Evans Mike,13.9,7600,17
WR,Smith Steve,13,6300,17
WR,White Roddy,12.4,7000,17
WR,Owusu Chris,12.4,4500,17
WR,Shorts Cecil,12.12,5200,17
WR,Colston Marques,12.1,6200,17
WR,Hartline Brian,11.9,5000,17
WR,Woods Robert,11.9,5900,17
WR,Nelson Jordy,11.6,8800,17
WR,Royal Eddie,11.5,6000,17
WR,Stills Kenny,10.7,6000,17
WR,Inman Dontrelle,10.4,4800,17
WR,Sanders Emmanuel,10.3,8100,17
WR,LaFell Brandon,10.3,6700,17
WR,Green A.J.,10.2,8600,17
WR,Wayne Reggie,10.1,5400,17
WR,Wright Kendall,8.9,6400,17
WR,Beasley Cole,8.7,5700,17
WR,Bryant Martavis,8.6,6300,17
WR,Richardson Paul,8.5,4900,17
WR,Aiken Kamar,8.3,5100,17
WR,Williams Terrance,8.3,5100,17
WR,Gabriel Taylor,8.1,4500,17
WR,Landry Jarvis,8,6700,17
WR,Jones Julio,7.8,8700,17
WR,Watkins Sammy,7.7,7000,17
WR,Brown Philly,7.4,4800,17
WR,Brown John,7.1,6200,17
WR,Baldwin Doug,6.6,6100,17
WR,Maclin Jeremy,6.4,7800,17
WR,Garcon Pierre,6.3,5600,17
WR,Crabtree Michael,6.1,5500,17
WR,Nicks Hakeem,6.1,5500,17
WR,Tate Golden,6,7100,17
WR,Jennings Greg,6,6500,17
WR,Tyms Brian,5.9,4500,17
WR,Britt Kenny,5.8,5900,17
WR,Hawkins Andrew,5.3,5200,17
WR,Douglas Harry,5.3,6200,17
WR,Hester Devin,5.2,5300,17
WR,Welker Wes,5.2,5500,17
WR,Kerley Jeremy,4.9,4700,17
WR,Johnson Damaris,4.8,4500,17
WR,Cooper Riley,4.7,5400,17
WR,Bowe Dwayne,4.5,5400,17
WR,Jeffery Alshon,4.4,8600,17
WR,Norwood Kevin,4.4,4500,17
WR,Floyd Malcom,4.4,5600,17
WR,Amendola Danny,4.4,4800,17
WR,Ross Jeremy,4.3,4500,17
WR,Gibson Brandon,4.2,4900,17
WR,Cotchery Jerricho,4,5300,17
WR,Patton Quinton,4,4500,17
WR,Moss Santana,4,4500,17
WR,Fitzgerald Larry,3.9,6000,17
WR,Wright Jarius,3.8,5800,17
WR,Wheaton Markus,3.2,5100,17
WR,Tate Brandon,3.2,4500,17
WR,Moncrief Donte,3.1,5300,17
WR,Parker Preston,3,4600,17
WR,Sanders Ace,2.9,4500,17
WR,Toon Nick,2.9,5000,17
WR,Givens Chris,2.8,4900,17
WR,Wilson Marquess,2.8,5800,17
WR,Morgan Josh,2.7,4500,17
WR,Jones James,2.7,5700,17
WR,Hagan Derek,2.6,5300,17
WR,Hurns Allen,2.5,5100,17
WR,Austin Tavon,2.4,4900,17
WR,Bailey Stedman,2.2,5500,17
WR,Campanaro Michael,2.2,4500,17
WR,Brown Marlon,2.2,4500,17
WR,Meachem Robert,2.1,4500,17
WR,Sanu Mohamed,2.1,6000,17
WR,Johnson Charles,2.1,6100,17
WR,Holmes Andre,2,5700,17
WR,Lloyd Brandon,1.9,4500,17
WR,Latimer Cody,1.9,4500,17
WR,Lee Marqise,1.8,5200,17
WR,Jackson Vincent,1.6,6500,17
WR,Hopkins DeAndre,1.5,7000,17
WR,Shepard Russell,1.5,4500,17
WR,Benjamin Kelvin,1.4,7400,17
WR,Ajirotutu Seyi,1.4,4500,17
WR,Benjamin Travis,1.4,4800,17
WR,Avant Jason,1.2,4600,17
WR,Grant Ryan,1.2,4500,17
WR,Roberts Andre,1.2,4700,17
WR,Sanzenbacher Dane,1.2,4500,17
WR,Ginn Jr. Ted,1.1,4500,17
WR,Butler Brice,1.1,4600,17
WR,Huff Josh,1.1,4500,17
WR,Hogan Chris,0.8,5200,17
WR,Thompkins Kenbrell,0.7,5000,17
WR,Harris Dwayne,0.1,4500,17
WR,Mariani Marc,0,4500,17
WR,Moore Marlon,0,4500,17
WR,Heyward-Bey Darrius,0,4500,17
WR,Ogletree Kevin,0,4600,17
WR,Boykin Jarrett,0,4500,17
WR,Wilson Albert,0,5600,17
WR,Weems Eric,0,4600,17
WR,Graham T.J.,0,4500,17
WR,Lockette Ricardo,0,4500,17
WR,Patterson Cordarrelle,0,4500,17
WR,Hemingway Junior,0,4500,17
