position, player, projection, salary
RB,McFadden Darren,5.5,5200,13
RB,McCluster Dexter,5.4,5300,13
RB,Crowell Isaiah,4.9,6900,13
RB,Polk Chris,4.9,4900,13
RB,Williams Andre,4.7,6300,13
RB,Thomas Pierre,4.7,6500,13
RB,Sproles Darren,4.7,5900,13
RB,Starks James,4.6,5900,13
RB,Sankey Bishop,4.2,5700,13
RB,Gore Frank,4.1,6100,13
RB,Rodgers Jacquizz,4,4900,13
RB,Thompson Juwan,3.9,5100,13
RB,Vereen Shane,3.7,6600,13
RB,Freeman Devonta,3.5,4800,13
RB,Powell Bilal,3.3,4500,13
RB,Michael Christine,2.7,4900,13
RB,Stacy Zac,2.7,5000,13
RB,Dixon Anthony,2.5,5300,13
RB,West Terrance,2.1,5400,13
RB,Cadet Travaris,2.1,5000,13
RB,Williams DeAngelo,2.1,5400,13
RB,Carey Ka'Deem,2,4600,13
RB,Whittaker Fozzy,1.6,5200,13
RB,Pierce Bernard,1.6,5300,13
RB,Dunbar Lance,1.5,4900,13
RB,Thomas De'Anthony,1.5,4800,13
RB,Tate Ben,1.5,6400,13
RB,Washington Leon,1.3,4900,13
RB,Thomas Daniel,1.3,5300,13
RB,Grimes Jonathan,1.3,4700,13
RB,Richardson Trent,1.2,5900,13
RB,Ellington Andre,1.2,7700,13
RB,Brown Bryce,1.1,5900,13
RB,Todman Jordan,1.1,4700,13
RB,Randle Joseph,1,5500,13
RB,Brown Donald,0.9,4900,13
RB,Hewitt Ryan,0.8,4500,13
RB,Banyard Joe,0.8,4600,13
RB,Gerhart Toby,0.7,4800,13
RB,Oliver Branden,0.7,5000,13
RB,Blue Alfred,0.6,6800,13
RB,Agnew Ray,0.5,4500,13
RB,Gray Jonas,0.4,6600,13
RB,Perry Senorise,0.4,4500,13
RB,Cunningham Benny,0.3,5100,13
RB,Conner John,0.2,4500,13
RB,Develin James,0,4500,13
RB,Smith Alfonso,0,4500,13
RB,Kuhn John,0,4600,13
RB,Miller Bruce,0,4600,13
RB,Collins Jed,0,4600,13
RB,Darkwa Orleans,0,4500,13
RB,Williams Damien,0,4800,13
RB,Johnson Will,0,4700,13
RB,Young Darrel,0,4800,13
RB,Redd Silas,0,5200,13
RB,Watts Trey,0,4500,13
RB,Ta'ufo'ou Will,0,4500,13
RB,Reynolds Chase,0,4500,13
RB,West Charcandrick,0,4500,13
RB,Sherman Anthony,0,4500,13
RB,Archer Dri,0,4500,13
RB,Harris DuJuan,0,4500,13
RB,Winn George,0,4500,13
RB,Felton Jerome,0,4500,13
RB,Battle Jackie,0,4700,13
RB,Hynoski Henry,0,4500,13
RB,Hughes Robert,0,4600,13
RB,DiMarco Patrick,0,4600,13
RB,Peerman Cedric,0,4700,13
RB,Taliaferro Lorenzo,0,5900,13
RB,Clutts Tyler,0,4500,13
RB,Greene Shonn,0,5200,13
RB,Davis Knile,0,5700,13
RB,Winston Glenn,0,4500,13
RB,Juszczyk Kyle,0,4600,13
RB,Olawale Jamize,0,4500,13
RB,James Mike,0,4700,13
RB,Prosch Jay,0,4500,13
WR,Hopkins DeAndre,40.3,7100,13
WR,Johnson Calvin,32.1,8600,13
WR,Jones Julio,29.9,8300,13
WR,Allen Keenan,29.6,7100,13
WR,Brown Antonio,27.7,9200,13
WR,Moncrief Donte,27.5,5300,13
WR,Stills Kenny,24.7,5100,13
WR,Jeffery Alshon,23.6,8000,13
WR,Wright Kendall,22.7,6300,13
WR,Smith Torrey,21.5,6500,13
WR,LaFell Brandon,18.3,7000,13
WR,Jackson DeSean,16.9,7600,13
WR,Royal Eddie,16.6,5400,13
WR,Lee Marqise,16.5,4800,13
WR,Douglas Harry,16.1,5000,13
WR,Thomas Demaryius,15.3,9400,13
WR,Adams Davante,15.1,5100,13
WR,Maclin Jeremy,14.8,8300,13
WR,Hilton T.Y.,14.7,8700,13
WR,Washington Nate,14.6,6400,13
WR,Green A.J.,13.7,9000,13
WR,Matthews Jordan,13.1,7600,13
WR,Jennings Greg,13,5600,13
WR,Tate Golden,12.9,7900,13
WR,Beckham Jr. Odell,12.9,8500,13
WR,Cobb Randall,12.8,8500,13
WR,Johnson Andre,12.8,6300,13
WR,Bailey Stedman,12.5,6100,13
WR,Nelson Jordy,12.3,8900,13
WR,Austin Miles,12.1,5200,13
WR,Gordon Josh,11,8100,13
WR,Brown Jaron,11,4900,13
WR,Landry Jarvis,10.8,6900,13
WR,Brown Philly,10.8,5100,13
WR,Austin Tavon,10.5,5000,13
WR,Sanders Emmanuel,10.3,8800,13
WR,Floyd Malcom,10,5400,13
WR,Wallace Mike,9.9,7100,13
WR,Bryant Dez,9.3,8800,13
WR,Colston Marques,9.1,6000,13
WR,Woods Robert,9.1,5600,13
WR,Toon Nick,8.7,4500,13
WR,Wheaton Markus,8.6,5300,13
WR,Edelman Julian,8.3,7300,13
WR,Ginn Jr. Ted,8.1,4700,13
WR,Benjamin Kelvin,8.1,7900,13
WR,Wright James,8,4500,13
WR,Salas Greg,8,4500,13
WR,Hogan Chris,7.8,5400,13
WR,Parker Preston,7.6,4800,13
WR,Marshall Brandon,7.2,8000,13
WR,Evans Mike,6.9,8400,13
WR,Randle Rueben,6.7,6700,13
WR,Aiken Kamar,6.6,4500,13
WR,Jones James,6.3,5600,13
WR,Hurns Allen,6.2,5500,13
WR,Floyd Michael,5.8,6800,13
WR,Roberts Andre,5.6,4800,13
WR,Shorts Cecil,5.5,5900,13
WR,Wright Jarius,5.5,4800,13
WR,Cooper Riley,5.2,5300,13
WR,Wayne Reggie,5.1,6700,13
WR,Johnson Charles,5.1,6300,13
WR,Brown John,5,6500,13
WR,Hagan Derek,4.9,4800,13
WR,Kearse Jermaine,4.9,4800,13
WR,Williams Terrance,4.8,5100,13
WR,Kerley Jeremy,4.5,4500,13
WR,Moss Santana,4.5,4500,13
WR,Jones Jacoby,4.5,4500,13
WR,Sanu Mohamed,4.34,7000,13
WR,Holmes Andre,4.3,6000,13
WR,Moore Lance,4.3,4800,13
WR,Johnson Steve,4.3,5400,13
WR,Beasley Cole,4.1,4500,13
WR,Avant Jason,4,4700,13
WR,Brown Marlon,4,4500,13
WR,Harvin Percy,3.8,6400,13
WR,Baldwin Doug,3.8,5900,13
WR,Thompkins Kenbrell,3.8,4900,13
WR,Butler Brice,3.7,5100,13
WR,Martin Keshawn,3.7,4500,13
WR,Ross Jeremy,3.6,4900,13
WR,Ogletree Kevin,3.5,4500,13
WR,Hawkins Andrew,3.4,6200,13
WR,Jackson Vincent,3.4,6800,13
WR,Boldin Anquan,3.3,7300,13
WR,Cotchery Jerricho,3,5100,13
WR,Bryant Martavis,2.8,7000,13
WR,Decker Eric,2.8,6100,13
WR,Bowe Dwayne,2.8,5600,13
WR,Gibson Brandon,2.7,5200,13
WR,Watkins Sammy,2.6,7500,13
WR,Fuller Corey,2.6,5000,13
WR,Crabtree Michael,2.5,6400,13
WR,Garcon Pierre,2.4,5800,13
WR,Hunter Justin,2.3,5900,13
WR,Weems Eric,1.9,4500,13
WR,Hester Devin,1.9,5100,13
WR,Britt Kenny,1.8,6500,13
WR,Welker Wes,1.7,5400,13
WR,Brown Vincent,1.5,4600,13
WR,Hartline Brian,1.4,5100,13
WR,Murphy Louis,1.2,6000,13
WR,Boykin Jarrett,1.1,4600,13
WR,Lloyd Brandon,1.1,4900,13
WR,Richardson Paul,1.1,4900,13
WR,Huff Josh,0.7,4900,13
WR,Smith Steve,0.7,6400,13
WR,Avery Donnie,0.5,4800,13
WR,Mariani Marc,0,4500,13
WR,Gabriel Taylor,0,5300,13
WR,Morgan Joseph,0,4500,13
WR,Heyward-Bey Darrius,0,4500,13
WR,Wilson Albert,0,4800,13
WR,Norwood Kevin,0,4500,13
WR,Graham T.J.,0,5100,13
WR,Lockette Ricardo,0,4700,13
WR,Patterson Cordarrelle,0,5400,13
WR,Morgan Josh,0,4800,13
WR,Ajirotutu Seyi,0,4500,13
WR,Goodwin Marquise,0,4500,13
WR,Givens Chris,0,4500,13
WR,Matthews Rishard,0,5100,13
WR,Tate Brandon,0,5200,13
WR,Nicks Hakeem,0,4900,13
WR,Latimer Cody,0,4500,13
WR,Amendola Danny,0,4800,13
WR,Smith Brad,0,4500,13
WR,Burse Isaiah,0,4500,13
WR,Caldwell Andre,0,4900,13
WR,Hakim Saalim,0,4500,13
WR,Grant Ryan,0,4500,13
WR,Benjamin Travis,0,5400,13
WR,Walters Bryan,0,4500,13
WR,Sanders Ace,0,4500,13
WR,Bersin Brenton,0,4700,13
WR,Tyms Brian,0,4500,13
WR,Hammond Frankie,0,4500,13
WR,Dobson Aaron,0,4700,13
WR,Osgood Kassim,0,4500,13
WR,Sanzenbacher Dane,0,4900,13
WR,Street Devin,0,4500,13
WR,Thielen Adam,0,4700,13
WR,Herron Robert,0,4700,13
WR,Thigpen Marcus,0,4500,13
WR,Washington Corey,0,4500,13
WR,Wilson Marquess,0,4600,13
WR,Shepard Russell,0,4500,13
WR,Cribbs Joshua,0,4500,13
WR,Harris Dwayne,0,4500,13
WR,Johnson Damaris,-0.7,5000,13
TE,Fleener Coby,26.7,5800,13
TE,Reed Jordan,16.8,4900,13
TE,Bennett Martellus,14.9,5800,13
TE,Gronkowski Rob,13.3,7700,13
TE,Miller Heath,12.2,5100,13
TE,Gates Antonio,11.8,5600,13
TE,Rodgers Richard,10.5,4700,13
TE,Toilolo Levine,9.5,4700,13
TE,Fasano Anthony,8.5,5200,13
TE,Olsen Greg,8.4,6800,13
TE,Harkey Cory,8.2,4500,13
TE,Paulsen Logan,8.1,4500,13
TE,Gray Marqueis,8.1,4500,13
TE,Watson Ben,8,4700,13
TE,Sims Dion,7.8,4700,13
TE,Rudolph Kyle,7.7,5000,13
TE,Griffin Ryan,7.3,4500,13
TE,Moeaki Tony,6.8,4900,13
TE,Donnell Larry,6,5500,13
TE,Dray Jim,6,5000,13
TE,Willson Luke,5.9,4900,13
TE,Gresham Jermaine,5.8,5400,13
TE,Kelce Travis,5.1,5300,13
TE,Carlson John,4.8,4800,13
TE,Daniels Owen,4,5400,13
TE,Ebron Eric,3.8,4900,13
TE,Rivera Mychal,3.6,5400,13
TE,Hoomanawanui Michael,2.8,4500,13
TE,Quarless Andrew,2.7,5000,13
TE,Sudfeld Zach,2.5,4500,13
TE,Davis Vernon,2.3,4900,13
TE,Hill Josh,2.2,4800,13
TE,Harbor Clay,2.2,5000,13
TE,Lewis Marcedes,1.8,5100,13
TE,Wright Tim,1.7,5400,13
TE,Chandler Scott,1.7,5000,13
TE,Green Virgil,1.5,4500,13
TE,Doyle Jack,1.3,4600,13
TE,Fauria Joseph,1.3,4500,13
TE,Witten Jason,1.3,5700,13
TE,Paul Niles,1.2,4800,13
TE,Celek Brent,1.2,4700,13
TE,Walker Delanie,1.1,5700,13
TE,Green Ladarius,1.1,4900,13
TE,Barnidge Gary,1.1,4700,13
TE,Tamme Jacob,0.9,5000,13
TE,Pettigrew Brandon,0.7,4700,13
TE,Hoskins Gator,0.5,4500,13
TE,Burton Trey,0,4500,13
TE,Casey James,0,4800,13
TE,Bayer Alex,0,4500,13
TE,Graham Jimmy,0,7500,13
TE,Ellison Rhett,0,5000,13
TE,Fells Darren,0,4500,13
TE,Spaeth Matt,0,4500,13
TE,Pascoe Bear,0,4600,13
TE,Cumberland Jeff,0,4800,13
TE,Fells Daniel,0,4800,13
TE,Taylor Ryan,0,4500,13
TE,Brock Kevin,0,4500,13
TE,Jacobs Nic,0,4500,13
TE,Ertz Zach,0,4800,13
TE,Phillips John,0,4700,13
TE,Escobar Gavin,0,4900,13
TE,Rosario Dante,0,4500,13
TE,Kendricks Lance,0,4600,13
TE,Smith Lee,0,4700,13
TE,Gillmore Crockett,0,4800,13
TE,Dickson Ed,0,4600,13
TE,Bostick Brandon,0,5000,13
TE,Housler Rob,0,4800,13
TE,Leonhardt Brian,0,4500,13
TE,Graham Garrett,0,5100,13
TE,Williams Brandon,0,4500,13
TE,Palmer Michael,0,4700,13
TE,Robinson Adrien,0,4500,13
TE,Johnson David,0,4500,13
TE,Hanna James,0,4500,13
TE,Coffman Chase,0,4500,13
TE,Fiedorowicz C.J.,0,4500,13
TE,Cook Jared,0,5100,13
K,Bryant Matt,18,4900,13
K,Parkey Cody,15,5300,13
K,Carpenter Dan,15,4900,13
K,Tucker Justin,15,5000,13
K,Hauschka Steven,14,5400,13
K,Crosby Mason,14,4900,13
K,Novak Nick,12,4900,13
K,Suisham Shaun,12,4900,13
K,Sturgis Caleb,12,5000,13
K,Prater Matt,12,5200,13
K,Zuerlein Greg,10,4800,13
K,Forbath Kai,9,4700,13
K,Folk Nick,9,4800,13
K,Bullock Randy,9,4900,13
K,Scobee Josh,8,4500,13
K,Murray Patrick,8,4800,13
K,Walsh Blair,7,4900,13
K,Vinatieri Adam,7,5600,13
K,Gano Graham,7,4600,13
K,Brown Josh,6,4700,13
K,Catanzaro Chandler,5,4600,13
K,Graham Shayne,5,4700,13
K,Gould Robbie,5,4500,13
K,Bailey Dan,4,5000,13
K,Dawson Phil,4,5000,13
K,Santos Cairo,4,4800,13
K,Cundiff Billy,4,4800,13
K,Gostkowski Stephen,3,5500,13
K,Succop Ryan,3,4700,13
K,Nugent Mike,2,5000,13
K,Janikowski Sebastian,0,4800,13
DEF,St. Louis Defense,32,5200,13
DEF,Jacksonville Defense,22,4600,13
DEF,Buffalo Defense,18,5100,13
DEF,Seattle Defense,17,5300,13
DEF,Philadelphia Defense,14,5400,13
DEF,Minnesota Defense,14,4500,13
DEF,Indianapolis Defense,14,5500,13
DEF,Denver Defense,13,4600,13
DEF,Houston Defense,12,5100,13
DEF,New York G Defense,11,4900,13
DEF,Atlanta Defense,10,4700,13
DEF,Tampa Bay Defense,9,4700,13
DEF,Detroit Defense,8,5200,13
DEF,Cleveland Defense,8,4900,13
DEF,Miami Defense,8,4900,13
DEF,Arizona Defense,8,5400,13
DEF,Cincinnati Defense,7,5000,13
DEF,New York J Defense,5,4900,13
DEF,San Francisco Defense,5,5300,13
DEF,Baltimore Defense,5,5000,13
DEF,New Orleans Defense,4,4500,13
DEF,Carolina Defense,4,4700,13
DEF,Tennessee Defense,4,4500,13
DEF,Chicago Defense,3,4900,13
DEF,Washington Defense,3,4700,13
DEF,New England Defense,3,5000,13
DEF,Dallas Defense,2,4800,13
DEF,Kansas City Defense,2,4700,13
DEF,Green Bay Defense,1,5100,13
DEF,San Diego Defense,-1,5300,13
DEF,Oakland Defense,-3,4500,13
DEF,Pittsburgh Defense,-3,4900,13
