position, player, projection, salary
RB,Reynolds Chase,0,4500,14
RB,Perry Senorise,0,4500,14
RB,West Charcandrick,0,4500,14
RB,Stacy Zac,0,4800,14
RB,Andrews Antonio,0,4500,14
RB,Bolden Brandon,0,5000,14
RB,Harris DuJuan,0,4500,14
RB,Conner John,0,4500,14
RB,Battle Jackie,0,4700,14
RB,Hewitt Ryan,0,4500,14
RB,Jones-Drew Maurice,0,4800,14
RB,Atkinson George,0,4500,14
RB,Draughn Shaun,0,4500,14
RB,Hynoski Henry,0,4500,14
RB,Peerman Cedric,0,4700,14
RB,Clutts Tyler,0,4500,14
RB,Sproles Darren,0,5700,14
RB,Grimes Jonathan,0,4600,14
RB,Olawale Jamize,0,4500,14
RB,Helu Roy,0,5300,14
RB,James Mike,0,4700,14
RB,Prosch Jay,0,4500,14
WR,Jones Julio,37.4,8700,14
WR,Green A.J.,33.9,8800,14
WR,Nelson Jordy,30.6,8900,14
WR,Hilton T.Y.,30,8600,14
WR,Johnson Calvin,25.8,9200,14
WR,Beckham Jr. Odell,25.4,8200,14
WR,Edelman Julian,24.5,7100,14
WR,Wright Jarius,22.6,4900,14
WR,Harvin Percy,21.7,6200,14
WR,Jackson Vincent,20.9,6500,14
WR,Bryant Martavis,18.9,6600,14
WR,Jeffery Alshon,18.5,8400,14
WR,Evans Mike,18.5,8100,14
WR,Johnson Charles,18.3,6000,14
WR,Baldwin Doug,18.2,5500,14
WR,Beasley Cole,17.7,4900,14
WR,Smith Steve,16.5,6300,14
WR,Brown Antonio,16.2,9300,14
WR,Aiken Kamar,15.5,4900,14
WR,Hogan Chris,14.9,5500,14
WR,Watkins Sammy,14.2,7000,14
WR,Garcon Pierre,14,5600,14
WR,Austin Tavon,13,5300,14
WR,Floyd Malcom,12.9,5600,14
WR,Hurns Allen,12.1,5300,14
WR,Decker Eric,11.9,6100,14
WR,Brown Jaron,11.8,5200,14
WR,White Roddy,11.7,7400,14
WR,Bryant Dez,11.2,8600,14
WR,Welker Wes,11.2,5400,14
WR,Floyd Michael,10.5,6400,14
WR,Crabtree Michael,10.1,6300,14
WR,Colston Marques,9.7,6000,14
WR,Maclin Jeremy,9.6,8200,14
WR,Lee Marqise,9.6,5700,14
WR,Benjamin Kelvin,9.4,7500,14
WR,Hagan Derek,9.2,4900,14
WR,Sanders Emmanuel,8.9,8800,14
WR,Avant Jason,8.9,4700,14
WR,Landry Jarvis,8.5,6900,14
WR,Parker Preston,8.5,5100,14
WR,Douglas Harry,8.1,5900,14
WR,Hartline Brian,8.1,5100,14
WR,Boldin Anquan,7.8,7100,14
WR,Cobb Randall,7.7,8400,14
WR,Jennings Greg,7.7,6100,14
WR,Marshall Brandon,7.6,7800,14
WR,Wilson Albert,7.3,4800,14
WR,Washington Nate,7.1,6600,14
WR,Weems Eric,7,4500,14
WR,Tate Golden,7,7800,14
WR,Hopkins DeAndre,6.9,7500,14
WR,Kearse Jermaine,6.7,4700,14
WR,Toon Nick,6.5,5000,14
WR,Britt Kenny,6.2,6400,14
WR,Hawkins Andrew,5.8,6000,14
WR,Moss Santana,5.8,4600,14
WR,Brown Philly,5.7,5400,14
WR,Bailey Stedman,5.7,6300,14
WR,Fitzgerald Larry,5.4,6400,14
WR,Wallace Mike,5.4,7100,14
WR,Woods Robert,5.1,5900,14
WR,Moncrief Donte,4.8,6000,14
WR,Holmes Andre,4.8,5900,14
WR,Brown Marlon,4.5,4700,14
WR,Durham Kris,4.5,4500,14
WR,Wheaton Markus,4.1,5400,14
WR,LaFell Brandon,4.1,7100,14
WR,Royal Eddie,4,6100,14
WR,Bowe Dwayne,3.9,5600,14
WR,Stills Kenny,3.8,6400,14
WR,Richardson Paul,3.7,4800,14
WR,Johnson Andre,3.7,6600,14
WR,Moore Lance,3.4,4800,14
WR,Jones Jacoby,3.4,4700,14
WR,Murphy Louis,3.3,5800,14
WR,Morgan Joseph,3.3,4500,14
WR,Matthews Jordan,3.3,7500,14
WR,Norwood Kevin,3.2,4500,14
WR,Benjamin Travis,3.2,5400,14
WR,Wilson Marquess,2.9,4600,14
WR,Cooper Riley,2.8,5300,14
WR,Johnson Damaris,2.8,5000,14
WR,Kerley Jeremy,2.7,4500,14
WR,Gabriel Taylor,2.6,5300,14
WR,Sanu Mohamed,2.6,6700,14
WR,Brown Vincent,2.5,4500,14
WR,Gordon Josh,2.5,8000,14
WR,Lockette Ricardo,2.4,4700,14
WR,Amendola Danny,2.2,4800,14
WR,Thomas Demaryius,2.1,9400,14
WR,Roberts Andre,2.1,5400,14
WR,Jones James,2.1,5400,14
WR,Matthews Rishard,1.8,5100,14
WR,Martin Keshawn,1.7,4600,14
WR,Cotchery Jerricho,1.4,5000,14
WR,Sanders Ace,1.4,4500,14
WR,Bersin Brenton,1.4,4700,14
WR,Randle Rueben,1.4,6300,14
WR,Ginn Jr. Ted,1.3,5100,14
WR,Shorts Cecil,1.3,5700,14
WR,Allen Keenan,1.3,7600,14
WR,Morgan Josh,1.3,4800,14
WR,Goodwin Marquise,1.2,4500,14
WR,Gibson Brandon,1.2,5200,14
WR,Owusu Chris,1.2,4700,14
WR,Little Greg,1.1,4800,14
WR,Adams Davante,1.1,6000,14
WR,Wayne Reggie,1,6400,14
WR,Grant Ryan,0.9,4500,14
WR,Ross Jeremy,0.4,4800,14
WR,Mariani Marc,0,4500,14
WR,Butler Brice,0,4900,14
WR,Moore Marlon,0,4500,14
WR,Maehl Jeff,0,4500,14
WR,Heyward-Bey Darrius,0,4500,14
WR,Ogletree Kevin,0,4500,14
WR,Boykin Jarrett,0,4500,14
WR,Huff Josh,0,4800,14
WR,Graham T.J.,0,5100,14
WR,Patton Quinton,0,4500,14
WR,Ajirotutu Seyi,0,4500,14
WR,Smith Torrey,0,6900,14
WR,Givens Chris,0,4500,14
WR,Avery Donnie,0,4800,14
WR,Brown John,0,6400,14
WR,Tate Brandon,0,5200,14
WR,Nicks Hakeem,0,4900,14
WR,Fuller Corey,0,4900,14
WR,Patton Solomon,0,4500,14
WR,Smith Brad,0,4500,14
WR,Williams Terrance,0,4900,14
WR,Caldwell Andre,0,4900,14
WR,Hakim Saalim,0,4500,14
WR,Saunders Jalen,0,4500,14
WR,Tyms Brian,0,4500,14
WR,Hammond Frankie,0,4500,14
WR,Osgood Kassim,0,4500,14
WR,Street Devin,0,4500,14
WR,Thielen Adam,0,4700,14
WR,Hester Devin,0,4900,14
WR,Thigpen Marcus,0,4500,14
WR,Washington Corey,0,4500,14
WR,Johnson Steve,0,5300,14
WR,Thompkins Kenbrell,0,4800,14
WR,Ellington Bruce,0,4500,14
WR,Shepard Russell,0,4500,14
WR,Cribbs Joshua,0,4500,14
WR,Harris Dwayne,0,4500,14
WR,Patterson Cordarrelle,-1.4,5400,14
TE,Bennett Martellus,20.4,6000,14
TE,Rivera Mychal,20.4,5300,14
TE,Cook Jared,20.1,4900,14
TE,Gronkowski Rob,18.7,7700,14
TE,Olsen Greg,18.2,6500,14
TE,Kelce Travis,12.5,5300,14
TE,Chandler Scott,12.1,4900,14
TE,Ertz Zach,10.9,4800,14
TE,Gresham Jermaine,9.8,5200,14
TE,Fauria Joseph,8.7,4500,14
TE,Miller Heath,8.6,5500,14
TE,Lewis Marcedes,8.4,5000,14
TE,Fleener Coby,8.1,6400,14
TE,Watson Ben,7.8,4900,14
TE,Escobar Gavin,7.1,4900,14
TE,Quarless Andrew,6.7,4900,14
TE,Cameron Jordan,6.1,4900,14
TE,Gates Antonio,5.9,5600,14
TE,Clay Charles,5.1,5200,14
TE,Donnell Larry,4.8,5300,14
TE,Walker Delanie,4.7,5400,14
TE,Ebron Eric,4.3,4900,14
TE,Graham Jimmy,4,7100,14
TE,Reed Jordan,4,5300,14
TE,Daniels Owen,3.7,5300,14
TE,Davis Vernon,3.6,4900,14
TE,Witten Jason,3.6,5500,14
TE,Supernaw Phillip,3.4,4500,14
TE,Griffin Ryan,3,4700,14
TE,Sims Dion,2.8,4700,14
TE,Brock Kevin,2.8,4500,14
TE,Carlson John,2.6,4900,14
TE,Green Ladarius,2.5,4800,14
TE,Housler Rob,2.5,4800,14
TE,Spaeth Matt,2.3,4500,14
TE,Moeaki Tony,2,5000,14
TE,Harkey Cory,2,4900,14
TE,Rudolph Kyle,1.9,5200,14
TE,Kendricks Lance,1.6,4600,14
TE,Dickson Ed,1.5,4600,14
TE,Paul Niles,1.2,4700,14
TE,Smith Lee,1.1,4700,14
TE,Allen Dwayne,1,5900,14
TE,Stocker Luke,0.9,4500,14
TE,Dray Jim,0.8,5000,14
TE,Willson Luke,0.6,4900,14
TE,Robinson Adrien,0.5,4500,14
TE,Toilolo Levine,0.4,5000,14
TE,Casey James,0,4800,14
TE,Rodgers Richard,0,5000,14
TE,Paulsen Logan,0,4700,14
TE,Doyle Jack,0,4500,14
TE,Hoskins Gator,0,4500,14
TE,Ellison Rhett,0,5000,14
TE,Fells Darren,0,4500,14
TE,Wright Tim,0,5100,14
TE,Pascoe Bear,0,4600,14
TE,Cumberland Jeff,0,4800,14
TE,Fells Daniel,0,4800,14
TE,Taylor Ryan,0,4500,14
TE,Jacobs Nic,0,4500,14
TE,Phillips John,0,4700,14
TE,Rosario Dante,0,4500,14
TE,Pettigrew Brandon,0,4700,14
TE,Green Virgil,0,4500,14
TE,Fasano Anthony,0,5200,14
TE,Sudfeld Zach,0,4500,14
TE,Bostick Brandon,0,5000,14
TE,Hoomanawanui Michael,0,4600,14
TE,Celek Brent,0,4700,14
TE,Hill Josh,0,4700,14
TE,Gray Marqueis,0,4800,14
TE,Williams Brandon,0,4500,14
TE,Palmer Michael,0,4700,14
TE,Hanna James,0,4500,14
TE,Brate Cameron,0,4500,14
TE,Harbor Clay,0,4800,14
TE,Coffman Chase,0,4500,14
TE,Fiedorowicz C.J.,0,4500,14
TE,Tamme Jacob,-0.5,5000,14
K,Brown Josh,21,4700,14
K,Folk Nick,17,4700,14
K,Crosby Mason,15,5000,14
K,Gano Graham,12,4700,14
K,Bailey Dan,11,4900,14
K,Gostkowski Stephen,11,5400,14
K,Suisham Shaun,11,5000,14
K,Prater Matt,11,5300,14
K,Bullock Randy,11,5100,14
K,Catanzaro Chandler,10,4700,14
K,Bryant Matt,9,4800,14
K,Dawson Phil,9,4800,14
K,Vinatieri Adam,9,5300,14
K,Barth Connor,8,4700,14
K,Sturgis Caleb,8,4900,14
K,Janikowski Sebastian,8,4600,14
K,Hauschka Steven,7,5400,14
K,Scobee Josh,7,4600,14
K,Murray Patrick,7,4800,14
K,Walsh Blair,6,4900,14
K,Carpenter Dan,6,5000,14
K,Cundiff Billy,6,4700,14
K,Graham Shayne,4,4500,14
K,Zuerlein Greg,4,5000,14
K,Tucker Justin,4,5100,14
K,Nugent Mike,3,4800,14
K,Novak Nick,2,5000,14
K,Santos Cairo,2,4800,14
K,Parkey Cody,2,5500,14
K,Succop Ryan,1,4500,14
K,Forbath Kai,0,4800,14
DEF,New York G Defense,30,5000,14
DEF,St. Louis Defense,27,5400,14
DEF,Cleveland Defense,23,4600,14
DEF,Oakland Defense,13,4500,14
DEF,Detroit Defense,13,5300,14
DEF,Minnesota Defense,13,5000,14
DEF,New England Defense,12,4900,14
DEF,Denver Defense,11,4700,14
DEF,San Diego Defense,11,4900,14
DEF,Houston Defense,10,5300,14
DEF,Carolina Defense,10,4500,14
DEF,Arizona Defense,10,5100,14
DEF,Baltimore Defense,10,4800,14
DEF,New York J Defense,9,4800,14
DEF,Indianapolis Defense,9,5300,14
DEF,Seattle Defense,8,5400,14
DEF,Pittsburgh Defense,7,4700,14
DEF,Tennessee Defense,7,4500,14
DEF,Buffalo Defense,6,5000,14
DEF,Philadelphia Defense,6,5500,14
DEF,Tampa Bay Defense,5,4800,14
DEF,Dallas Defense,5,4600,14
DEF,Washington Defense,5,4600,14
DEF,Kansas City Defense,3,4800,14
DEF,Jacksonville Defense,2,4800,14
DEF,Miami Defense,2,5000,14
DEF,San Francisco Defense,1,5600,14
DEF,Green Bay Defense,1,5100,14
DEF,Atlanta Defense,-1,4500,14
DEF,Chicago Defense,-3,4700,14
DEF,New Orleans Defense,-4,4800,14
DEF,Cincinnati Defense,-4,4900,14
