position, player, projection, salary,week
K,Hauschka Steven,16,5000,3
K,Brown Josh,13,4500,3
K,Carpenter Dan,13,4700,3
K,Gano Graham,10,4700,3
K,Catanzaro Chandler,9,4700,3
K,Succop Ryan,9,4600,3
K,Coons Travis,9,4500,3
K,Crosby Mason,9,5000,3
K,Janikowski Sebastian,9,4700,3
K,Hopkins Dustin,8,4800,3
K,McManus Brandon,7,4900,3
K,Bryant Matt,7,4800,3
K,Walsh Blair,7,4700,3
K,Folk Nick,7,4600,3
K,Scobee Josh,7,4600,3
K,Zuerlein Greg,7,4800,3
K,Bullock Randy,7,4800,3
K,Myers Jason,6,4500,3
K,Parkey Cody,6,4700,3
K,Tucker Justin,6,5000,3
K,Vinatieri Adam,5,4900,3
K,Brindza Kyle,5,4500,3
K,Bailey Dan,4,5000,3
K,Nugent Mike,4,4800,3
K,Hocker Zach,4,4500,3
K,Lambo Josh,2,4500,3
K,Santos Cairo,2,4600,3
K,Dawson Phil,1,4600,3
K,Gould Robbie,0,4800,3
K,Franks Andrew,0,4500,3
K,Prater Matt,0,4700,3
DEF,Arizona Defense,28,4700,3
DEF,Seattle Defense,18,5300,3
DEF,Denver Defense,16,4600,3
DEF,Philadelphia Defense,16,4400,3
DEF,Buffalo Defense,15,4500,3
DEF,Minnesota Defense,15,4400,3
DEF,New York G Defense,15,4200,3
DEF,Indianapolis Defense,12,4500,3
DEF,St. Louis Defense,11,4500,3
DEF,Pittsburgh Defense,11,4400,3
DEF,Baltimore Defense,11,4600,3
DEF,Oakland Defense,10,4300,3
DEF,Green Bay Defense,8,4600,3
DEF,New Orleans Defense,7,4400,3
DEF,Houston Defense,6,5000,3
DEF,Carolina Defense,6,4600,3
DEF,Tennessee Defense,6,4200,3
DEF,Detroit Defense,5,4400,3
DEF,Chicago Defense,5,4000,3
DEF,Washington Defense,5,4100,3
DEF,New England Defense,5,4700,3
DEF,Tampa Bay Defense,4,4100,3
DEF,New York J Defense,4,4500,3
DEF,Cincinnati Defense,3,4600,3
DEF,Atlanta Defense,3,4300,3
DEF,Cleveland Defense,2,4600,3
DEF,San Francisco Defense,2,4300,3
DEF,San Diego Defense,2,4400,3
DEF,Jacksonville Defense,-2,4000,3
DEF,Dallas Defense,-3,4300,3
DEF,Kansas City Defense,-3,4300,3
DEF,Miami Defense,-4,4600,3
