position, player, projection, salary,week
K,Santos Cairo,10,4800,1
K,Gano Graham,10,4600,1
K,Zuerlein Greg,10,4800,1
K,Tucker Justin,10,5200,1
K,Bailey Dan,9,5000,1
K,Lambo Josh,9,4500,1
K,Nugent Mike,9,4800,1
K,Catanzaro Chandler,8,4700,1
K,Dawson Phil,8,5000,1
K,Scobee Josh,8,4600,1
K,Folk Nick,7,4600,1
K,Crosby Mason,7,5100,1
K,Bullock Randy,7,4800,1
K,Succop Ryan,6,4600,1
K,Parkey Cody,6,5000,1
K,Forbath Kai,5,4600,1
K,Franks Andrew,5,4500,1
K,Gostkowski Stephen,4,5200,1
K,Coons Travis,4,4500,1
K,Prater Matt,4,4700,1
K,Myers Jason,3,4500,1
K,Walsh Blair,3,4700,1
K,Brindza Kyle,2,4500,1
K,Janikowski Sebastian,1,4700,1
K,Vinatieri Adam,0,5000,1
DEF,Carolina Defense,21,4800,1
DEF,Seattle Defense,19,5000,1
DEF,New York J Defense,17,4400,1
DEF,Denver Defense,16,4200,1
DEF,Baltimore Defense,16,4100,1
DEF,Miami Defense,15,4700,1
DEF,St. Louis Defense,15,4300,1
DEF,Tennessee Defense,15,4500,1
DEF,San Francisco Defense,14,4600,1
DEF,Detroit Defense,13,4300,1
DEF,New York G Defense,12,4100,1
DEF,Cincinnati Defense,10,4600,1
DEF,Kansas City Defense,10,4300,1
DEF,Buffalo Defense,9,4500,1
DEF,Washington Defense,9,4100,1
DEF,Jacksonville Defense,7,4200,1
DEF,Minnesota Defense,6,4400,1
DEF,Philadelphia Defense,5,4300,1
DEF,Arizona Defense,5,4300,1
DEF,New England Defense,5,4300,1
DEF,San Diego Defense,5,4200,1
DEF,Atlanta Defense,4,4100,1
DEF,Green Bay Defense,4,4500,1
DEF,Houston Defense,2,4500,1
DEF,Dallas Defense,2,4200,1
DEF,Oakland Defense,1,4000,1
DEF,New Orleans Defense,1,4100,1
DEF,Cleveland Defense,1,4600,1
DEF,Pittsburgh Defense,1,4000,1
DEF,Tampa Bay Defense,0,4500,1
DEF,Indianapolis Defense,0,4300,1
DEF,Chicago Defense,-1,4000,1
